month_start_date,year_month,region,delivery_speed_bucket,bucket_order,orders,revenue,avg_review_score,detractor_orders,promoter_orders,detractor_rate_pct,avg_days_to_deliver,avg_days_vs_estimate,late_delivery_rate_pct
2018-06-01,2018-06,Northeast,not delivered,99,13,2464.3,1.62,11,1,84.62,,,
2018-06-01,2018-06,South,0-3 days,1,25,7092.36,4.28,3,20,12.0,2.64,-18.84,0.0
2018-06-01,2018-06,South,4-7 days,2,208,34438.09,4.45,19,179,9.13,6.06,-22.45,0.0
2018-06-01,2018-06,South,8-14 days,3,477,85035.38,4.31,51,405,10.69,10.52,-22.19,0.0
2018-06-01,2018-06,South,15-30 days,4,99,14646.59,4.15,12,79,12.12,17.56,-20.62,0.0
2018-06-01,2018-06,South,30+ days,5,6,1171.59,2.83,2,2,33.33,48.0,11.67,66.67
2018-06-01,2018-06,South,not delivered,99,3,79.52,1.33,3,0,100.0,,,
2018-06-01,2018-06,Southeast,0-3 days,1,691,87118.92,4.48,49,601,7.09,2.3,-15.04,0.0
2018-06-01,2018-06,Southeast,4-7 days,2,1852,273196.68,4.35,175,1571,9.45,5.6,-19.29,0.0
2018-06-01,2018-06,Southeast,8-14 days,3,1440,236987.63,4.28,142,1193,9.86,10.05,-20.53,0.28
2018-06-01,2018-06,Southeast,15-30 days,4,264,54208.42,3.86,52,183,19.7,18.56,-16.32,6.44
2018-06-01,2018-06,Southeast,30+ days,5,31,5149.6,2.58,16,10,51.61,45.19,4.23,45.16
2018-06-01,2018-06,Southeast,not delivered,99,51,7855.88,1.61,41,5,80.39,,,
2018-07-01,2018-07,Central-West,0-3 days,1,4,246.58,4.0,1,3,25.0,2.75,-10.25,0.0
2018-07-01,2018-07,Central-West,4-7 days,2,104,14400.74,4.64,2,99,1.92,6.13,-13.3,0.0
2018-07-01,2018-07,Central-West,8-14 days,3,205,45441.81,4.37,16,177,7.8,10.33,-12.34,0.0
2018-07-01,2018-07,Central-West,15-30 days,4,56,11722.82,3.57,15,34,26.79,19.73,-6.11,19.64
2018-07-01,2018-07,Central-West,30+ days,5,4,752.53,1.75,3,0,75.0,43.5,13.25,75.0
2018-07-01,2018-07,Central-West,not delivered,99,4,5048.21,1.5,3,0,75.0,,,
2018-07-01,2018-07,North,4-7 days,2,5,476.31,4.4,0,4,0.0,6.2,-22.2,0.0
2018-07-01,2018-07,North,8-14 days,3,56,12949.83,4.57,3,50,5.36,11.02,-18.52,0.0
2018-07-01,2018-07,North,15-30 days,4,59,17308.41,4.27,6,47,10.17,20.07,-15.95,3.39
2018-07-01,2018-07,North,30+ days,5,8,2104.14,2.75,3,3,37.5,37.75,-5.13,25.0
2018-07-01,2018-07,Northeast,0-3 days,1,4,515.68,4.75,0,4,0.0,3.0,-16.0,0.0
2018-07-01,2018-07,Northeast,4-7 days,2,52,11381.89,4.35,5,44,9.62,6.35,-17.9,0.0
2018-07-01,2018-07,Northeast,8-14 days,3,383,86334.05,4.37,29,324,7.57,10.96,-14.13,0.0
2018-07-01,2018-07,Northeast,15-30 days,4,206,50392.16,4.06,31,158,15.05,19.33,-6.88,11.17
2018-07-01,2018-07,Northeast,30+ days,5,20,4139.14,2.05,15,4,75.0,41.65,15.8,90.0
2018-07-01,2018-07,Northeast,not delivered,99,14,3129.76,1.36,13,1,92.86,,,
2018-07-01,2018-07,South,0-3 days,1,36,5796.58,4.61,2,33,5.56,2.61,-13.28,0.0
2018-07-01,2018-07,South,4-7 days,2,285,42829.86,4.48,16,249,5.61,5.99,-14.72,0.0
2018-07-01,2018-07,South,8-14 days,3,409,74906.31,4.36,30,351,7.33,10.09,-13.21,0.0
2018-07-01,2018-07,South,15-30 days,4,82,14098.46,4.09,13,63,15.85,19.07,-7.16,13.41
2018-07-01,2018-07,South,30+ days,5,5,1211.37,2.4,3,1,60.0,42.8,21.0,80.0
2018-07-01,2018-07,South,not delivered,99,17,7746.6,1.59,15,2,88.24,,,
2018-07-01,2018-07,Southeast,0-3 days,1,733,91868.87,4.38,65,623,8.87,2.42,-9.18,0.0
2018-07-01,2018-07,Southeast,4-7 days,2,1869,254716.51,4.43,133,1611,7.12,5.58,-12.26,0.48
2018-07-01,2018-07,Southeast,8-14 days,3,1234,208236.67,4.27,139,1017,11.26,9.79,-12.0,2.43
2018-07-01,2018-07,Southeast,15-30 days,4,311,71802.11,3.68,74,205,23.79,19.68,-6.46,22.51
2018-07-01,2018-07,Southeast,30+ days,5,26,3653.69,2.69,11,10,42.31,41.19,17.81,96.15
2018-07-01,2018-07,Southeast,not delivered,99,101,15516.94,1.71,78,13,77.23,,,
2018-08-01,2018-08,Central-West,0-3 days,1,7,690.75,4.43,0,6,0.0,2.29,-5.0,0.0
2018-08-01,2018-08,Central-West,4-7 days,2,85,12877.79,4.44,9,73,10.59,6.04,-11.15,0.0
2018-08-01,2018-08,Central-West,8-14 days,3,196,32572.13,4.34,16,164,8.16,10.46,-9.75,2.04
2018-08-01,2018-08,Central-West,15-30 days,4,45,10714.93,3.67,11,29,24.44,18.78,-3.49,28.89
2018-08-01,2018-08,Central-West,30+ days,5,1,65.35,1.0,1,0,100.0,51.0,36.0,100.0
2018-08-01,2018-08,Central-West,not delivered,99,6,176.91,1.83,5,1,83.33,,,
2018-08-01,2018-08,North,4-7 days,2,2,572.41,5.0,0,2,0.0,7.0,-20.0,0.0
2018-08-01,2018-08,North,8-14 days,3,43,12068.09,4.51,3,38,6.98,10.93,-15.77,0.0
2018-08-01,2018-08,North,15-30 days,4,28,5601.96,4.57,2,26,7.14,18.75,-14.11,7.14
2018-08-01,2018-08,North,not delivered,99,2,0.0,1.5,2,0,100.0,,,
2018-08-01,2018-08,Northeast,0-3 days,1,2,208.46,3.5,1,1,50.0,2.5,-6.5,0.0
2018-08-01,2018-08,Northeast,4-7 days,2,38,7160.92,4.63,0,35,0.0,6.21,-19.58,2.63
2018-08-01,2018-08,Northeast,8-14 days,3,290,60308.44,4.32,24,253,8.28,10.81,-16.58,0.0
2018-08-01,2018-08,Northeast,15-30 days,4,101,18034.47,4.21,10,80,9.9,17.95,-12.65,5.94
2018-08-01,2018-08,Northeast,30+ days,5,2,121.81,1.0,2,0,100.0,45.0,23.5,100.0
2018-08-01,2018-08,Northeast,not delivered,99,14,1472.3,2.71,8,6,57.14,,,
2018-08-01,2018-08,South,0-3 days,1,34,5141.95,4.41,2,29,5.88,2.44,-8.21,0.0
2018-08-01,2018-08,South,4-7 days,2,290,42183.34,4.57,14,262,4.83,5.87,-10.52,0.0
2018-08-01,2018-08,South,8-14 days,3,432,74490.51,4.38,32,365,7.41,10.13,-10.67,1.39
2018-08-01,2018-08,South,15-30 days,4,63,12018.25,3.78,12,44,19.05,17.56,-4.9,26.98
2018-08-01,2018-08,South,30+ days,5,2,2690.18,1.0,2,0,100.0,32.0,16.0,100.0
2018-08-01,2018-08,South,not delivered,99,18,3473.63,1.5,15,1,83.33,,,
2018-08-01,2018-08,Southeast,0-3 days,1,834,98245.99,4.53,48,744,5.76,2.34,-5.62,0.0
2018-08-01,2018-08,Southeast,4-7 days,2,2344,339504.72,4.37,189,2001,8.06,5.58,-7.91,2.94
2018-08-01,2018-08,Southeast,8-14 days,3,1329,216421.71,4.14,168,1042,12.64,9.85,-7.09,13.84
2018-08-01,2018-08,Southeast,15-30 days,4,178,32189.84,3.23,68,94,38.2,18.21,-0.71,45.51
2018-08-01,2018-08,Southeast,30+ days,5,5,1607.64,2.8,3,2,60.0,36.2,17.8,100.0
2018-08-01,2018-08,Southeast,not delivered,99,121,12693.99,2.02,81,21,66.94,,,
2018-09-01,2018-09,South,not delivered,99,1,0.0,1.0,1,0,100.0,,,
2018-09-01,2018-09,Southeast,not delivered,99,15,166.46,1.8,12,2,80.0,,,
2018-10-01,2018-10,Northeast,not delivered,99,1,0.0,5.0,0,1,0.0,,,
2018-10-01,2018-10,Southeast,not delivered,99,3,0.0,1.33,3,0,100.0,,,
